approval_action,wp_product_id,wp_parent_sku,wp_variant_id,wp_variant_sku,wp_attributes_json,node_variant_id,node_product_id,node_variant_sku,node_variant_name,match_method,match_status,old_wp_url,canonical_url,target_node_url,filename
set_variation_image,12403,12403,12404,8113-1,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 120cm, Depth 55cm, Height 90cm""}]",180103,210120,8113-1,"Width 120cm, Depth 55cm, Height 90cm",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/07/CURVE-BROWN.jpg,https://coveinterior.com/wp-content/uploads/2022/07/CURVE-BROWN.jpg,/media/wordpress-migration/2022/07/CURVE-BROWN.jpg,CURVE-BROWN.jpg
set_variation_image,8112,8112,8113,8113,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 120cm, Depth 55cm, Height 90cm""}, {""id"": 1, ""name"": ""Select color"", ""slug"": ""pa_color"", ""option"": ""Curve Brown / White Carrara""}]",210284,30158,8113,"Width 120cm, Depth 55cm, Height 90cm / Curve Brown / White Carrara",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/07/CURVE-BROWN.jpg,https://coveinterior.com/wp-content/uploads/2022/07/CURVE-BROWN.jpg,/media/wordpress-migration/2022/07/CURVE-BROWN.jpg,CURVE-BROWN.jpg
set_variation_image,12382,12382,12383,9142-1,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 62cm, Depth 57cm, Height 90cm""}]",180105,210121,9142-1,"Width 62cm, Depth 57cm, Height 90cm",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-62-BEECH.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-62-BEECH.jpg,/media/wordpress-migration/2022/07/COUNTRY-62-BEECH.jpg,COUNTRY-62-BEECH.jpg
set_variation_image,8074,8074,9142,9142,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 62cm, Depth 57cm, Height 90cm""}, {""id"": 1, ""name"": ""Select color"", ""slug"": ""pa_color"", ""option"": ""Country 62 Beech Wood / Botticino Marble""}]",210298,30160,9142,"Width 62cm, Depth 57cm, Height 90cm / Country 62 Beech Wood / Botticino Marble",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-62-BEECH.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-62-BEECH.jpg,/media/wordpress-migration/2022/07/COUNTRY-62-BEECH.jpg,COUNTRY-62-BEECH.jpg
set_variation_image,8093,8093,8297,8297,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 112cm, Depth 57cm, Height 90cm""}, {""id"": 1, ""name"": ""Select color"", ""slug"": ""pa_color"", ""option"": ""Country 112 White / White Marble""}]",210297,30159,8297,"Width 112cm, Depth 57cm, Height 90cm / Country 112 White / White Marble",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-WHITE.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-WHITE.jpg,/media/wordpress-migration/2022/07/COUNTRY-112-WHITE.jpg,COUNTRY-112-WHITE.jpg
set_variation_image,12360,12360,12361,8289-1,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 112cm, Depth 57cm, Height 90cm""}]",180106,210123,8289-1,"Width 112cm, Depth 57cm, Height 90cm",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BEECH-WOOD.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BEECH-WOOD.jpg,/media/wordpress-migration/2022/07/COUNTRY-112-BEECH-WOOD.jpg,COUNTRY-112-BEECH-WOOD.jpg
set_variation_image,8093,8093,8289,8289,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 112cm, Depth 57cm, Height 90cm""}, {""id"": 1, ""name"": ""Select color"", ""slug"": ""pa_color"", ""option"": ""Country 112 Beech Wood / Botticino Marble""}]",210289,30159,8289,"Width 112cm, Depth 57cm, Height 90cm / Country 112 Beech Wood / Botticino Marble",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BEECH-WOOD.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BEECH-WOOD.jpg,/media/wordpress-migration/2022/07/COUNTRY-112-BEECH-WOOD.jpg,COUNTRY-112-BEECH-WOOD.jpg
set_variation_image,12355,12355,12356,10716-1-1,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 167cm, Depth 57cm, Height 90cm""}]",180108,210124,10716-1-1,"Width 167cm, Depth 57cm, Height 90cm",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,/media/wordpress-migration/2022/07/COUNTRY-167-BEECH-2.jpg,COUNTRY-167-BEECH-2.jpg
set_variation_image,10715,10715,10716,10716,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 167cm, Depth 57cm, Height 90cm""}, {""id"": 1, ""name"": ""Select color"", ""slug"": ""pa_color"", ""option"": ""Country 167 Beach Wood/ Botticino Marble""}]",210269,30155,10716,"Width 167cm, Depth 57cm, Height 90cm / Country 167 Beach Wood/ Botticino Marble",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,/media/wordpress-migration/2022/07/COUNTRY-167-BEECH-2.jpg,COUNTRY-167-BEECH-2.jpg
set_variation_image,12334,12334,12335,10716-1,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 167cm, Depth 57cm, Height 90cm""}]",180110,210125,10716-1,"Width 167cm, Depth 57cm, Height 90cm",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-GREEN.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-GREEN.jpg,/media/wordpress-migration/2022/07/COUNTRY-167-GREEN.jpg,COUNTRY-167-GREEN.jpg
set_variation_image,10715,10715,10724,10724,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 167cm, Depth 57cm, Height 90cm""}, {""id"": 1, ""name"": ""Select color"", ""slug"": ""pa_color"", ""option"": ""Country 167 Green / Bianco Rossa Marble""}]",210273,30155,10724,"Width 167cm, Depth 57cm, Height 90cm / Country 167 Green / Bianco Rossa Marble",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-GREEN.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-GREEN.jpg,/media/wordpress-migration/2022/07/COUNTRY-167-GREEN.jpg,COUNTRY-167-GREEN.jpg
set_variation_image,10816,10816,10829,10829,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 225cm, Depth 53cm, Height 86cm""}, {""id"": 1, ""name"": ""Select color"", ""slug"": ""pa_color"", ""option"": ""225 Classic Marble / Gray""}]",210268,30154,10829,"Width 225cm, Depth 53cm, Height 86cm / 225 Classic Marble / Gray",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-marble-gold.jpg,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-marble-gold.jpg,/media/wordpress-migration/2022/07/classic-225-marble-gold.jpg,classic-225-marble-gold.jpg
set_variation_image,10715,10715,10732,10732,"[{""id"": 3, ""name"": ""Size"", ""slug"": ""pa_size"", ""option"": ""Width 167cm, Depth 57cm, Height 90cm""}, {""id"": 1, ""name"": ""Select color"", ""slug"": ""pa_color"", ""option"": ""Country 167 White / White Marble""}]",210277,30155,10732,"Width 167cm, Depth 57cm, Height 90cm / Country 167 White / White Marble",wc_variant_id,multiple_node_variant_matches,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-WHITE.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-WHITE.jpg,/media/wordpress-migration/2022/07/COUNTRY-167-WHITE.jpg,COUNTRY-167-WHITE.jpg
